113,ERROR_NO_MORE_SEARCH_HANDLES: No more internal file identifiers available.
114,ERROR_INVALID_TARGET_HANDLE: The target internal file identifier is incorrect.
117,ERROR_INVALID_CATEGORY: The IOCTL call made by the application program is not correct.
118,ERROR_INVALID_VERIFY_SWITCH: The verify-on-write switch parameter value is not correct.
119,ERROR_BAD_DRIVER_LEVEL: The system does not support the command requested.
120,ERROR_CALL_NOT_IMPLEMENTED: This function is not supported on this system.
121,ERROR_SEM_TIMEOUT: The semaphore timeout period has expired.
122,ERROR_INSUFFICIENT_BUFFER: The data area passed to a system call is too small.
123,ERROR_INVALID_NAME: The filename, directory name, or volume label syntax is incorrect.
124,ERROR_INVALID_LEVEL: The system call level is not correct.
125,ERROR_NO_VOLUME_LABEL: The disk has no volume label.
126,ERROR_MOD_NOT_FOUND: The specified module could not be found.
127,ERROR_PROC_NOT_FOUND: The specified procedure could not be found.
128,ERROR_WAIT_NO_CHILDREN: There are no child processes to wait for.
129,ERROR_CHILD_NOT_COMPLETE: The %1 application cannot be run in Win32 mode.
130,ERROR_DIRECT_ACCESS_HANDLE: Attempt to use a file handle to an open disk partition for an operation other than raw disk I/O.
131,ERROR_NEGATIVE_SEEK: An attempt was made to move the file pointer before the beginning of the file.
132,ERROR_SEEK_ON_DEVICE: The file pointer cannot be set on the specified device or file.
133,ERROR_IS_JOIN_TARGET: A JOIN or SUBST command cannot be used for a drive that contains previously joined drives.
134,ERROR_IS_JOINED: An attempt was made to use a JOIN or SUBST command on a drive that has already been joined.
135,ERROR_IS_SUBSTED: An attempt was made to use a JOIN or SUBST command on a drive that has already been substituted.
136,ERROR_NOT_JOINED: The system tried to delete the JOIN of a drive that is not joined.
137,ERROR_NOT_SUBSTED: The system tried to delete the substitution of a drive that is not substituted.
138,ERROR_JOIN_TO_JOIN: The system tried to join a drive to a directory on a joined drive.
139,ERROR_SUBST_TO_SUBST: The system tried to substitute a drive to a directory on a substituted drive.
140,ERROR_JOIN_TO_SUBST: The system tried to join a drive to a directory on a substituted drive.
141,ERROR_SUBST_TO_JOIN: The system tried to SUBST a drive to a directory on a joined drive.
142,ERROR_BUSY_DRIVE: The system cannot perform a JOIN or SUBST at this time.
143,ERROR_SAME_DRIVE: The system cannot join or substitute a drive to or for a directory on the same drive.
144,ERROR_DIR_NOT_ROOT: The directory is not a subdirectory of the root directory.
145,ERROR_DIR_NOT_EMPTY: The directory is not empty.
146,ERROR_IS_SUBST_PATH: The path specified is being used in a substitute.
147,ERROR_IS_JOIN_PATH: Not enough resources are available to process this command.
148,ERROR_PATH_BUSY: The path specified cannot be used at this time.
149,ERROR_IS_SUBST_TARGET: An attempt was made to join or substitute a drive for which a directory on the drive is the target of a previous substitute.
150,ERROR_SYSTEM_TRACE: System trace information was not specified in your CONFIG.SYS file, or tracing is disallowed.
151,ERROR_INVALID_EVENT_COUNT: The number of specified semaphore events for DosMuxSemWait is not correct.
152,ERROR_TOO_MANY_MUXWAITERS: DosMuxSemWait did not execute; too many semaphores are already set.
153,ERROR_INVALID_LIST_FORMAT: The DosMuxSemWait list is not correct.
154,ERROR_LABEL_TOO_LONG: The volume label you entered exceeds the label character limit of the target file system.
155,ERROR_TOO_MANY_TCBS: Cannot create another thread.
156,ERROR_SIGNAL_REFUSED: The recipient process has refused the signal.
157,ERROR_DISCARDED: The segment is already discarded and cannot be locked.
158,ERROR_NOT_LOCKED: The segment is already unlocked.
159,ERROR_BAD_THREADID_ADDR: The address for the thread ID is not correct.
160,ERROR_BAD_ARGUMENTS: One or more arguments are not correct.
161,ERROR_BAD_PATHNAME: The specified path is invalid.
162,ERROR_SIGNAL_PENDING: A signal is already pending.
164,ERROR_MAX_THRDS_REACHED: No more threads can be created in the system.
167,ERROR_LOCK_FAILED: Unable to lock a region of a file.
170,ERROR_BUSY: The requested resource is in use.
171,ERROR_DEVICE_SUPPORT_IN_PROGRESS: Device's command support detection is in progress.
173,ERROR_CANCEL_VIOLATION: A lock request was not outstanding for the supplied cancel region.
174,ERROR_ATOMIC_LOCKS_NOT_SUPPORTED: The file system does not support atomic changes to the lock type.
180,ERROR_INVALID_SEGMENT_NUMBER: The system detected a segment number that was not correct.
182,ERROR_INVALID_ORDINAL: The operating system cannot run %1.
183,ERROR_ALREADY_EXISTS: Cannot create a file when that file already exists.
186,ERROR_INVALID_FLAG_NUMBER: The flag passed is not correct.
187,ERROR_SEM_NOT_FOUND: The specified system semaphore name was not found.
188,ERROR_INVALID_STARTING_CODESEG: The operating system cannot run %1.
189,ERROR_INVALID_STACKSEG: The operating system cannot run %1.
190,ERROR_INVALID_MODULETYPE: The operating system cannot run %1.
191,ERROR_INVALID_EXE_SIGNATURE: Cannot run %1 in Win32 mode.
192,ERROR_EXE_MARKED_INVALID: The operating system cannot run %1.
193,ERROR_BAD_EXE_FORMAT: %1 is not a valid Win32 application.
194,ERROR_ITERATED_DATA_EXCEEDS_64k: The operating system cannot run %1.
195,ERROR_INVALID_MINALLOCSIZE: The operating system cannot run %1.
196,ERROR_DYNLINK_FROM_INVALID_RING: The operating system cannot run this application program.
197,ERROR_IOPL_NOT_ENABLED: The operating system is not presently configured to run this application.
198,ERROR_INVALID_SEGDPL: The operating system cannot run %1.
199,ERROR_AUTODATASEG_EXCEEDS_64k: The operating system cannot run this application program.
200,ERROR_RING2SEG_MUST_BE_MOVABLE: The code segment cannot be greater than or equal to 64K.
201,ERROR_RELOC_CHAIN_XEEDS_SEGLIM: The operating system cannot run %1.
202,ERROR_INFLOOP_IN_RELOC_CHAIN: The operating system cannot run %1.
203,ERROR_ENVVAR_NOT_FOUND: The system could not find the environment option that was entered.
205,ERROR_NO_SIGNAL_SENT: No process in the command subtree has a signal handler.
206,ERROR_FILENAME_EXCED_RANGE: The filename or extension is too long.
207,ERROR_RING2_STACK_IN_USE: The ring 2 stack is in use.
208,ERROR_META_EXPANSION_TOO_LONG: The global filename characters, * or ?, are entered incorrectly or too many global filename characters are specified.
209,ERROR_INVALID_SIGNAL_NUMBER: The signal being posted is not correct.
210,ERROR_THREAD_1_INACTIVE: The signal handler cannot be set.
212,ERROR_LOCKED: The segment is locked and cannot be reallocated.
214,ERROR_TOO_MANY_MODULES: Too many dynamic-link modules are attached to this program or dynamic-link module.
215,ERROR_NESTING_NOT_ALLOWED: Cannot nest calls to LoadModule.
216,ERROR_EXE_MACHINE_TYPE_MISMATCH: This version of %1 is not compatible with the version of Windows you're running. Check your computer's system information and then contact the software publisher.
217,ERROR_EXE_CANNOT_MODIFY_SIGNED_BINARY: The image file %1 is signed, unable to modify.
218,ERROR_EXE_CANNOT_MODIFY_STRONG_SIGNED_BINARY: The image file %1 is strong signed, unable to modify.
220,ERROR_FILE_CHECKED_OUT: This file is checked out or locked for editing by another user.
221,ERROR_CHECKOUT_REQUIRED: The file must be checked out before saving changes.
222,ERROR_BAD_FILE_TYPE: The file type being saved or retrieved has been blocked.
223,ERROR_FILE_TOO_LARGE: The file size exceeds the limit allowed and cannot be saved.
224,ERROR_FORMS_AUTH_REQUIRED: Access Denied. Before opening files in this location, you must first add the web site to your trusted sites list, browse to the web site, and select the option to login automatically.
225,ERROR_VIRUS_INFECTED: Operation did not complete successfully because the file contains a virus or potentially unwanted software.
226,ERROR_VIRUS_DELETED: This file contains a virus or potentially unwanted software and cannot be opened. Due to the nature of this virus or potentially unwanted software, the file has been removed from this location.
229,ERROR_PIPE_LOCAL: The pipe is local.
230,ERROR_BAD_PIPE: The pipe state is invalid.
231,ERROR_PIPE_BUSY: All pipe instances are busy.
232,ERROR_NO_DATA: The pipe is being closed.
233,ERROR_PIPE_NOT_CONNECTED: No process is on the other end of the pipe.
234,ERROR_MORE_DATA: More data is available.
240,ERROR_VC_DISCONNECTED: The session was canceled.
254,ERROR_INVALID_EA_NAME: The specified extended attribute name was invalid.
255,ERROR_EA_LIST_INCONSISTENT: The extended attributes are inconsistent.
258,WAIT_TIMEOUT: The wait operation timed out.
259,ERROR_NO_MORE_ITEMS: No more data is available.
266,ERROR_CANNOT_COPY: The copy functions cannot be used.
267,ERROR_DIRECTORY: The directory name is invalid.
275,ERROR_EAS_DIDNT_FIT: The extended attributes did not fit in the buffer.
276,ERROR_EA_FILE_CORRUPT: The extended attribute file on the mounted file system is corrupt.
277,ERROR_EA_TABLE_FULL: The extended attribute table file is full.
278,ERROR_INVALID_EA_HANDLE: The specified extended attribute handle is invalid.
282,ERROR_EAS_NOT_SUPPORTED: The mounted file system does not support extended attributes.
288,ERROR_NOT_OWNER: Attempt to release mutex not owned by caller.
298,ERROR_TOO_MANY_POSTS: Too many posts were made to a semaphore.
299,ERROR_PARTIAL_COPY: Only part of a ReadProcessMemory or WriteProcessMemory request was completed.
300,ERROR_OPLOCK_NOT_GRANTED: The oplock request is denied.
301,ERROR_INVALID_OPLOCK_PROTOCOL: An invalid oplock acknowledgment was received by the system.
302,ERROR_DISK_TOO_FRAGMENTED: The volume is too fragmented to complete this operation.
303,ERROR_DELETE_PENDING: The file cannot be opened because it is in the process of being deleted.
304,ERROR_INCOMPATIBLE_WITH_GLOBAL_SHORT_NAME_REGISTRY_SETTING: Short name settings may not be changed on this volume due to the global registry setting.
305,ERROR_SHORT_NAMES_NOT_ENABLED_ON_VOLUME: Short names are not enabled on this volume.
306,ERROR_SECURITY_STREAM_IS_INCONSISTENT: The security stream for the given volume is in an inconsistent state. Please run CHKDSK on the volume.
307,ERROR_INVALID_LOCK_RANGE: A requested file lock operation cannot be processed due to an invalid byte range.
308,ERROR_IMAGE_SUBSYSTEM_NOT_PRESENT: The subsystem needed to support the image type is not present.
309,ERROR_NOTIFICATION_GUID_ALREADY_DEFINED: The specified file already has a notification GUID associated with it.
310,ERROR_INVALID_EXCEPTION_HANDLER: An invalid exception handler routine has been detected.
311,ERROR_DUPLICATE_PRIVILEGES: Duplicate privileges were specified for the token.
312,ERROR_NO_RANGES_PROCESSED: No ranges for the specified operation were able to be processed.
313,ERROR_NOT_ALLOWED_ON_SYSTEM_FILE: Operation is not allowed on a file system internal file.
314,ERROR_DISK_RESOURCES_EXHAUSTED: The physical resources of this disk have been exhausted.
315,ERROR_INVALID_TOKEN: The token representing the data is invalid.
316,ERROR_DEVICE_FEATURE_NOT_SUPPORTED: The device does not support the command feature.
317,ERROR_MR_MID_NOT_FOUND: The system cannot find message text for message number 0x%1 in the message file for %2.
318,ERROR_SCOPE_NOT_FOUND: The scope specified was not found.
319,ERROR_UNDEFINED_SCOPE: The Central Access Policy specified is not defined on the target machine.
320,ERROR_INVALID_CAP: The Central Access Policy obtained from Active Directory is invalid.
321,ERROR_DEVICE_UNREACHABLE: The device is unreachable.
322,ERROR_DEVICE_NO_RESOURCES: The target device has insufficient resources to complete the operation.
323,ERROR_DATA_CHECKSUM_ERROR: A data integrity checksum error occurred. Data in the file stream is corrupt.
324,ERROR_INTERMIXED_KERNEL_EA_OPERATION: An attempt was made to modify both a KERNEL and normal Extended Attribute (EA) in the same operation.
326,ERROR_FILE_LEVEL_TRIM_NOT_SUPPORTED: Device does not support file-level TRIM.
327,ERROR_OFFSET_ALIGNMENT_VIOLATION: The command specified a data offset that does not align to the device's granularity/alignment.
328,ERROR_INVALID_FIELD_IN_PARAMETER_LIST: The command specified an invalid field in its parameter list.
329,ERROR_OPERATION_IN_PROGRESS: An operation is currently in progress with the device.
330,ERROR_BAD_DEVICE_PATH: An attempt was made to send down the command via an invalid path to the target device.
331,ERROR_TOO_MANY_DESCRIPTORS: The command specified a number of descriptors that exceeded the maximum supported by the device.
332,ERROR_SCRUB_DATA_DISABLED: Scrub is disabled on the specified file.
333,ERROR_NOT_REDUNDANT_STORAGE: The storage device does not provide redundancy.
334,ERROR_RESIDENT_FILE_NOT_SUPPORTED: An operation is not supported on a resident file.
335,ERROR_COMPRESSED_FILE_NOT_SUPPORTED: An operation is not supported on a compressed file.
336,ERROR_DIRECTORY_NOT_SUPPORTED: An operation is not supported on a directory.
337,ERROR_NOT_READ_FROM_COPY: The specified copy of the requested data could not be read.
350,ERROR_FAIL_NOACTION_REBOOT: No action was taken as a system reboot is required.
351,ERROR_FAIL_SHUTDOWN: The shutdown operation failed.
352,ERROR_FAIL_RESTART: The restart operation failed.
353,ERROR_MAX_SESSIONS_REACHED: The maximum number of sessions has been reached.
400,ERROR_THREAD_MODE_ALREADY_BACKGROUND: The thread is already in background processing mode.
401,ERROR_THREAD_MODE_NOT_BACKGROUND: The thread is not in background processing mode.
402,ERROR_PROCESS_MODE_ALREADY_BACKGROUND: The process is already in background processing mode.
403,ERROR_PROCESS_MODE_NOT_BACKGROUND: The process is not in background processing mode.
487,ERROR_INVALID_ADDRESS: Attempt to access invalid address.
500,ERROR_USER_PROFILE_LOAD: User profile cannot be loaded.
534,ERROR_ARITHMETIC_OVERFLOW: Arithmetic result exceeded 32 bits.
535,ERROR_PIPE_CONNECTED: There is a process on other end of the pipe.
536,ERROR_PIPE_LISTENING: Waiting for a process to open the other end of the pipe.
537,ERROR_VERIFIER_STOP: Application verifier has found an error in the current process.
538,ERROR_ABIOS_ERROR: An error occurred in the ABIOS subsystem.
539,ERROR_WX86_WARNING: A warning occurred in the WX86 subsystem.
540,ERROR_WX86_ERROR: An error occurred in the WX86 subsystem.
541,ERROR_TIMER_NOT_CANCELED: An attempt was made to cancel or set a timer that has an associated APC and the subject thread is not the thread that originally set the timer with an associated APC routine.
542,ERROR_UNWIND: Unwind exception code.
543,ERROR_BAD_STACK: An invalid or unaligned stack was encountered during an unwind operation.
544,ERROR_INVALID_UNWIND_TARGET: An invalid unwind target was encountered during an unwind operation.
545,ERROR_INVALID_PORT_ATTRIBUTES: Invalid Object Attributes specified to NtCreatePort or invalid Port Attributes specified to NtConnectPort
546,ERROR_PORT_MESSAGE_TOO_LONG: Length of message passed to NtRequestPort or NtRequestWaitReplyPort was longer than the maximum message allowed by the port.
547,ERROR_INVALID_QUOTA_LOWER: An attempt was made to lower a quota limit below the current usage.
548,ERROR_DEVICE_ALREADY_ATTACHED: An attempt was made to attach to a device that was already attached to another device.
549,ERROR_INSTRUCTION_MISALIGNMENT: An attempt was made to execute an instruction at an unaligned address and the host system does not support unaligned instruction references.
550,ERROR_PROFILING_NOT_STARTED: Profiling not started.
551,ERROR_PROFILING_NOT_STOPPED: Profiling not stopped.
552,ERROR_COULD_NOT_INTERPRET: The passed ACL did not contain the minimum required information.
553,ERROR_PROFILING_AT_LIMIT: The number of active profiling objects is at the maximum and no more may be started.
554,ERROR_CANT_WAIT: Used to indicate that an operation cannot continue without blocking for I/O.
555,ERROR_CANT_TERMINATE_SELF: Indicates that a thread attempted to terminate itself by default (called NtTerminateThread with NULL) and it was the last thread in the current process.
556,ERROR_UNEXPECTED_MM_CREATE_ERR: If an MM error is returned which is not defined in the standard FsRtl filter, it is converted to one of the following errors which is guaranteed to be in the filter. In this case information is lost, however, the filter correctly handles the exception.
557,ERROR_UNEXPECTED_MM_MAP_ERROR: If an MM error is returned which is not defined in the standard FsRtl filter, it is converted to one of the following errors which is guaranteed to be in the filter. In this case information is lost, however, the filter correctly handles the exception.
558,ERROR_UNEXPECTED_MM_EXTEND_ERR: If an MM error is returned which is not defined in the standard FsRtl filter, it is converted to one of the following errors which is guaranteed to be in the filter. In this case information is lost, however, the filter correctly handles the exception.
559,ERROR_BAD_FUNCTION_TABLE: A malformed function table was encountered during an unwind operation.
560,ERROR_NO_GUID_TRANSLATION: Indicates that an attempt was made to assign protection to a file system file or directory and one of the SIDs in the security descriptor could not be translated into a GUID that could be stored by the file system. This causes the protection attempt to fail, which may cause a file creation attempt to fail.
561,ERROR_INVALID_LDT_SIZE: Indicates that an attempt was made to grow an LDT by setting its size, or that the size was not an even number of selectors.
563,ERROR_INVALID_LDT_OFFSET: Indicates that the starting value for the LDT information was not an integral multiple of the selector size.
564,ERROR_INVALID_LDT_DESCRIPTOR: Indicates that the user supplied an invalid descriptor when trying to set up Ldt descriptors.
565,ERROR_TOO_MANY_THREADS: Indicates a process has too many threads to perform the requested action. For example, assignment of a primary token may only be performed when a process has zero or one threads.
566,ERROR_THREAD_NOT_IN_PROCESS: An attempt was made to operate on a thread within a specific process, but the thread specified is not in the process specified.
567,ERROR_PAGEFILE_QUOTA_EXCEEDED: Page file quota was exceeded.
568,ERROR_LOGON_SERVER_CONFLICT: The Netlogon service cannot start because another Netlogon service running in the domain conflicts with the specified role.
569,ERROR_SYNCHRONIZATION_REQUIRED: The SAM database on a Windows Server is significantly out of synchronization with the copy on the Domain Controller. A complete synchronization is required.
570,ERROR_NET_OPEN_FAILED: The NtCreateFile API failed. This error should never be returned to an application, it is a place holder for the Windows Lan Manager Redirector to use in its internal error mapping routines.
571,ERROR_IO_PRIVILEGE_FAILED: {Privilege Failed} The I/O permissions for the process could not be changed.
572,ERROR_CONTROL_C_EXIT: {Application Exit by CTRL+C} The application terminated as a result of a CTRL+C.
573,ERROR_MISSING_SYSTEMFILE: {Missing System File} The required system file %hs is bad or missing.
574,ERROR_UNHANDLED_EXCEPTION: {Application Error} The exception %s,%08lx) occurred in the application at location 0x%08lx.
575,ERROR_APP_INIT_FAILURE: {Application Error} The application was unable to start correctly,%lx). Click OK to close the application.
576,ERROR_PAGEFILE_CREATE_FAILED: {Unable to Create Paging File} The creation of the paging file %hs failed (%lx). The requested size was %ld.
577,ERROR_INVALID_IMAGE_HASH: Windows cannot verify the digital signature for this file. A recent hardware or software change might have installed a file that is signed incorrectly or damaged, or that might be malicious software from an unknown source.
578,ERROR_NO_PAGEFILE: {No Paging File Specified} No paging file was specified in the system configuration.
579,ERROR_ILLEGAL_FLOAT_CONTEXT: {EXCEPTION} A real-mode application issued a floating-point instruction and floating-point hardware is not present.
580,ERROR_NO_EVENT_PAIR: An event pair synchronization operation was performed using the thread specific client/server event pair object, but no event pair object was associated with the thread.
581,ERROR_DOMAIN_CTRLR_CONFIG_ERROR: A Windows Server has an incorrect configuration.
582,ERROR_ILLEGAL_CHARACTER: An illegal character was encountered. For a multi-byte character set this includes a lead byte without a succeeding trail byte. For the Unicode character set this includes the characters 0xFFFF and 0xFFFE.
583,ERROR_UNDEFINED_CHARACTER: The Unicode character is not defined in the Unicode character set installed on the system.
584,ERROR_FLOPPY_VOLUME: The paging file cannot be created on a floppy diskette.
585,ERROR_BIOS_FAILED_TO_CONNECT_INTERRUPT: The system BIOS failed to connect a system interrupt to the device or bus for which the device is connected.
586,ERROR_BACKUP_CONTROLLER: This operation is only allowed for the Primary Domain Controller of the domain.
587,ERROR_MUTANT_LIMIT_EXCEEDED: An attempt was made to acquire a mutant such that its maximum count would have been exceeded.
588,ERROR_FS_DRIVER_REQUIRED: A volume has been accessed for which a file system driver is required that has not yet been loaded.
589,ERROR_CANNOT_LOAD_REGISTRY_FILE: {Registry File Failure} The registry cannot load the hive (file): %hs or its log or alternate. It is corrupt, absent, or not writable.
590,ERROR_DEBUG_ATTACH_FAILED: {Unexpected Failure in DebugActiveProcess} An unexpected failure occurred while processing a DebugActiveProcess API request. You may choose OK to terminate the process, or Cancel to ignore the error.
591,ERROR_SYSTEM_PROCESS_TERMINATED: {Fatal System Error} The %hs system process terminated unexpectedly with a status of 0x%08x,%08x 0x%08x). The system has been shut down.
592,ERROR_DATA_NOT_ACCEPTED: {Data Not Accepted} The TDI client could not handle the data received during an indication.
593,ERROR_VDM_HARD_ERROR: NTVDM encountered a hard error.
594,ERROR_DRIVER_CANCEL_TIMEOUT: {Cancel Timeout} The driver %hs failed to complete a cancelled I/O request in the allotted time.
595,ERROR_REPLY_MESSAGE_MISMATCH: {Reply Message Mismatch} An attempt was made to reply to an LPC message, but the thread specified by the client ID in the message was not waiting on that message.
596,ERROR_LOST_WRITEBEHIND_DATA: {Delayed Write Failed} Windows was unable to save all the data for the file %hs. The data has been lost. This error may be caused by a failure of your computer hardware or network connection. Please try to save this file elsewhere.
597,ERROR_CLIENT_SERVER_PARAMETERS_INVALID: The parameter(s) passed to the server in the client/server shared memory window were invalid. Too much data may have been put in the shared memory window.
598,ERROR_NOT_TINY_STREAM: The stream is not a tiny stream.
599,ERROR_STACK_OVERFLOW_READ: The request must be handled by the stack overflow code.
600,ERROR_CONVERT_TO_LARGE: Internal OFS status codes indicating how an allocation operation is handled. Either it is retried after the containing onode is moved or the extent stream is converted to a large stream.
601,ERROR_FOUND_OUT_OF_SCOPE: The attempt to find the object found an object matching by ID on the volume but it is out of the scope of the handle used for the operation.
602,ERROR_ALLOCATE_BUCKET: The bucket array must be grown. Retry transaction after doing so.
603,ERROR_MARSHALL_OVERFLOW: The user/kernel marshalling buffer has overflowed.
604,ERROR_INVALID_VARIANT: The supplied variant structure contains invalid data.
605,ERROR_BAD_COMPRESSION_BUFFER: The specified buffer contains ill-formed data.
606,ERROR_AUDIT_FAILED: {Audit Failed} An attempt to generate a security audit failed.
607,ERROR_TIMER_RESOLUTION_NOT_SET: The timer resolution was not previously set by the current process.
608,ERROR_INSUFFICIENT_LOGON_INFO: There is insufficient account information to log you on.
609,ERROR_BAD_DLL_ENTRYPOINT: {Invalid DLL Entrypoint} The dynamic link library %hs is not written correctly. The stack pointer has been left in an inconsistent state. The entrypoint should be declared as WINAPI or STDCALL. Select YES to fail the DLL load. Select NO to continue execution. Selecting NO may cause the application to operate incorrectly.
610,ERROR_BAD_SERVICE_ENTRYPOINT: {Invalid Service Callback Entrypoint} The %hs service is not written correctly. The stack pointer has been left in an inconsistent state. The callback entrypoint should be declared as WINAPI or STDCALL. Selecting OK will cause the service to continue operation. However, the service process may operate incorrectly.
611,ERROR_IP_ADDRESS_CONFLICT1: There is an IP address conflict with another system on the network.
612,ERROR_IP_ADDRESS_CONFLICT2: There is an IP address conflict with another system on the network.
613,ERROR_REGISTRY_QUOTA_LIMIT: {Low On Registry Space} The system has reached the maximum size allowed for the system part of the registry. Additional storage requests will be ignored.
614,ERROR_NO_CALLBACK_ACTIVE: A callback return system service cannot be executed when no callback is active.
615,ERROR_PWD_TOO_SHORT: The password provided is too short to meet the policy of your user account. Please choose a longer password.
616,ERROR_PWD_TOO_RECENT: The policy of your user account does not allow you to change passwords too frequently. This is done to prevent users from changing back to a familiar, but potentially discovered, password. If you feel your password has been compromised then please contact your administrator immediately to have a new one assigned.
